file,section,pattern_matched,match_text,context
1021860_10K_2024_0000950170-25-021042.json,item_1,(?i)customer\s+concentration,customer concentration,"value-added technologies. Capitalize on and drive end-market fragmentation Technology and product availability to all industry participants is a key tenet of NOV’s business model. To the extent NOV can provide equipment and technology products that are equal to or better than those developed by the major oilfield service providers, it will prevent any one organization from having a proprietary advantage and therefore drive fragmentation. This fragmentation expands NOV’s customer base and avoids customer concentration in most of its businesses. NOV has resisted the recent trend toward vertical integration, leaving the Company in an attractive and unique position as the largest global independent technology and equipment provider to the oilfield service sector. Governments in certain international markets are pursuing initiatives that drive local content and greater local employment. The Company expects that these actions will likely prompt more local startup enterprises, further expanding demand for NOV’s eq"
1035002_10K_2014_0001035002-15-000009.json,item_1,(?i)supply\s+agreement,supply agreement,"asphalt. The refinery is connected by pipeline to marine terminals and associated dock facilities that can move and store crude oil and other feedstocks. Refined products are distributed via pipeline systems to various third-party terminals in southern California, Nevada, and Arizona. Feedstock Supply Approximately 46 percent of our current crude oil feedstock requirements are purchased through term contracts while the remaining requirements are generally purchased on the spot market. Our term supply agreements include arrangements to purchase feedstocks at market-related prices directly or indirectly from various national oil companies as well as international and U.S. oil companies. The contracts generally permit the parties to amend the contracts (or terminate them), effective as of the next scheduled renewal date, by giving the other party proper notice within a prescribed period of time (e.g., 60 days, 6 months) before expiration of the current term. The majority of the crude oil purchased under"
1035002_10K_2015_0001035002-16-000069.json,item_1,(?i)supply\s+agreement,supply agreement,"asphalt. The refinery is connected by pipeline to marine terminals and associated dock facilities that can move and store crude oil and other feedstocks. Refined products are distributed via pipeline systems to various third-party terminals in southern California, Nevada, and Arizona. Feedstock Supply Approximately 59 percent of our current crude oil feedstock requirements are purchased through term contracts while the remaining requirements are generally purchased on the spot market. Our term supply agreements include arrangements to purchase feedstocks at market-related prices directly or indirectly from various national oil companies as well as international and U.S. oil companies. The contracts generally permit the parties to amend the contracts (or terminate them), effective as of the next scheduled renewal date, by giving the other party proper notice within a prescribed period of time (e.g., 60 days, 6 months) before expiration of the current term. The majority of the crude oil purchased under"
1035002_10K_2016_0001035002-17-000009.json,item_1,(?i)supply\s+agreement,supply agreement,"sphalt. The refinery is connected by pipeline to marine terminals and associated dock facilities that can move and store crude oil and other feedstocks. Refined petroleum products are distributed via pipeline systems to various third-party terminals in southern California, Nevada, and Arizona. Feedstock Supply Approximately 55 percent of our crude oil feedstock requirements are purchased through term contracts while the remaining requirements are generally purchased on the spot market. Our term supply agreements include arrangements to purchase feedstocks at market-related prices directly or indirectly from various national oil companies as well as international and U.S. oil companies. The contracts generally permit the parties to amend the contracts (or terminate them), effective as of the next scheduled renewal date, by giving the other party proper notice within a prescribed period of time (e.g., 60 days, 6 months) before expiration of the current term. The majority of the crude oil purchased under"
1035002_10K_2017_0001035002-18-000010.json,item_1,(?i)supply\s+agreement,supply agreement,"ur crude oils. The refinery produces CARBOB gasoline, diesel, CARB diesel, jet fuel, and asphalt. The refinery is connected by pipeline to marine terminals and associated dock facilities that can move and store crude oil and other feedstocks. Refined petroleum products are distributed via pipeline systems to various third-party terminals in southern California, Nevada, and Arizona. Feedstock Supply Our crude oil feedstocks are purchased through a combination of term and spot contracts. Our term supply agreements are at market-related prices and are purchased directly or indirectly from various national oil companies as well as international and U.S. oil companies. The contracts generally permit the parties to amend the contracts (or terminate them), effective as of the next scheduled renewal date, by giving the other party proper notice within a prescribed period of time (e.g., 60 days, 6 months) before expiration of the current term. The majority of the crude oil purchased under our term contracts is"
1035002_10K_2018_0001035002-19-000008.json,item_1,(?i)supply\s+agreement,supply agreement,"sulfur crude oils. The refinery produces CARBOB gasoline, diesel, CARB diesel, jet fuel, and asphalt. The refinery is connected by pipeline to marine terminals and associated dock facilities that move and store crude oil and other feedstocks. Refined petroleum products are distributed via pipeline systems to various third-party terminals in southern California, Nevada, and Arizona. Feedstock Supply Our crude oil feedstocks are purchased through a combination of term and spot contracts. Our term supply agreements are at market-related prices and are purchased directly or indirectly from various national oil companies as well as international and U.S. oil companies. The contracts generally permit the parties to amend the contracts (or terminate them), effective as of the next scheduled renewal date, by giving the other party proper notice within a prescribed period of time (e.g., 60 days, 6 months) before expiration of the current term. The majority of the crude oil purchased under our term contracts is"
1035002_10K_2019_0001035002-20-000007.json,item_1,(?i)supply\s+agreement,supply agreement,"U.K. The refinery processes primarily sweet crude oils into gasoline, diesel, jet fuel, heating oil, and low-sulfur fuel oil. The refinery receives all of its feedstocks and delivers some of its products by ship and barge via deepwater docking facilities along the Milford Haven Waterway, with its remaining products being delivered through our Mainline pipeline system and by trucks. Feedstock Supply Our crude oil feedstocks are purchased through a combination of term and spot contracts. Our term supply agreements are at market-related prices and are purchased directly or indirectly from various national oil companies as well as international and U.S. oil companies. The contracts generally permit the parties to amend the contracts (or terminate them), effective as of the next scheduled renewal date, by giving the other party proper notice within a prescribed period of time (e.g., 60 days, 6 months) before expiration of the current term. The majority of the crude oil purchased under our term contracts is"
1035002_10K_2020_0001035002-21-000051.json,item_1,(?i)supply\s+agreement,supply agreement,"ter of 2021. Additionally, in January 2021, we and our joint venture partner approved the construction of a new 470 million gallons per year renewable diesel plant to be located next to our Port Arthur Refinery in Port Arthur, Texas. The new plant is expected to increase DGD’s total renewable diesel production capacity to almost 1.2 billion gallons per year. The DGD Plant receives rendered and recycled materials primarily by rail and trucks owned by third parties. DGD is party to a raw material supply agreement with Darling under which Darling is obligated to offer to DGD a portion of its feedstock requirements at competitive pricing, but DGD is not obligated to purchase all or any part of its feedstock from Darling. Therefore, DGD pursues the lowest cost feedstock supply available. See Item 1A, “RISK FACTORS”-Risks Related to Our Business, Industry, and Operations-Our investments in joint ventures and other entities decrease our ability to manage risk, and-Disruption of our ability to obtain crude oi"
1035002_10K_2021_0001035002-22-000007.json,item_1,(?i)supply\s+agreement,supply agreement,"I scores. While several other companies have made, or have announced interest in making, investments in renewable diesel projects, the DGD Plant is currently one of only a few operational facilities that has the capacity to process 100 percent waste and renewable feedstocks, and this feedstock flexibility currently provides a margin advantage. The DGD Plant receives waste and renewable feedstocks primarily by rail, trucks, ships, and barges owned by third parties. DGD is party to a raw material supply agreement with Darling under which Darling is obligated to offer to DGD a portion of its feedstock requirements at market pricing, but DGD is not obligated to purchase all or any part of its feedstock from Darling. Therefore, DGD pursues the most optimal feedstock supply available. DGD began an expansion of the DGD Plant in 2019 and operations commenced in the fourth quarter of 2021. This expansion increased the DGD Plant’s renewable diesel production capacity by 410 million gallons per year, bringing DG"
1035002_10K_2022_0001035002-23-000027.json,item_1,(?i)(?:key|primary|major)\s+(?:supplier|vendor),primary supplier,"or these low-carbon products. In addition, the demand for some of these low-carbon transportation fuels tends to drive higher values for those fuels compared to petroleum-based transportation fuels due to their lower CI scores. We seek to pursue opportunities to further lower the CI of many of our products, including our low-carbon fuels. See “Our Low-Carbon Projects” below. Canada Clean Fuel Regulations (CFR) In July 2022, Canada’s federal environmental agency issued the CFR program to require primary suppliers of gasoline or diesel that is produced in or imported into Canada to reduce the CI of those products. Annual CI reduction requirements prescribed by the CFR program can be satisfied by using compliance credits that a primary supplier creates (through blending low CI fuels) or that are purchased by them. The obligation to achieve prescribed CI reduction requirements begins on July 1, 2023. The CFR program is in addition to Canada’s existing provincial programs (such as in Quebec, Ontario, and B"
1035002_10K_2022_0001035002-23-000027.json,item_1,(?i)(?:key|primary|major)\s+(?:supplier|vendor),primary supplier,"to pursue opportunities to further lower the CI of many of our products, including our low-carbon fuels. See “Our Low-Carbon Projects” below. Canada Clean Fuel Regulations (CFR) In July 2022, Canada’s federal environmental agency issued the CFR program to require primary suppliers of gasoline or diesel that is produced in or imported into Canada to reduce the CI of those products. Annual CI reduction requirements prescribed by the CFR program can be satisfied by using compliance credits that a primary supplier creates (through blending low CI fuels) or that are purchased by them. The obligation to achieve prescribed CI reduction requirements begins on July 1, 2023. The CFR program is in addition to Canada’s existing provincial programs (such as in Quebec, Ontario, and British Columbia), which require the utilization of low-carbon fuels, and is similar to the LCFS program. As a primary supplier of gasoline and diesel in Canada, our Refining segment will be subject to the CFR program requirements effec"
1035002_10K_2022_0001035002-23-000027.json,item_1,(?i)(?:key|primary|major)\s+(?:supplier|vendor),primary supplier,"CI reduction requirements prescribed by the CFR program can be satisfied by using compliance credits that a primary supplier creates (through blending low CI fuels) or that are purchased by them. The obligation to achieve prescribed CI reduction requirements begins on July 1, 2023. The CFR program is in addition to Canada’s existing provincial programs (such as in Quebec, Ontario, and British Columbia), which require the utilization of low-carbon fuels, and is similar to the LCFS program. As a primary supplier of gasoline and diesel in Canada, our Refining segment will be subject to the CFR program requirements effective July 1, 2023 and thus must blend low-CI fuels or purchase credits to meet the annual CI reduction requirements. As noted above under “California Low Carbon Fuel Standard (LCFS),” fuels produced by our Renewable Diesel and Ethanol segments have lower CI scores than traditional petroleum-based transportation fuels, and we expect to benefit from the increased demand for these low-carbon"
1035002_10K_2022_0001035002-23-000027.json,item_1,(?i)supply\s+agreement,supply agreement,"several other companies have made, or have announced interest in making, investments in renewable diesel projects, the DGD Plants are currently two of only a small number of operational facilities that have the capacity to process 100 percent waste and renewable feedstocks, and this feedstock flexibility currently provides a margin advantage. The DGD Plants receive waste and renewable feedstocks primarily by rail, trucks, ships, and barges owned by third parties. DGD is party to a raw material supply agreement with Darling under which Darling is obligated to offer to DGD a portion of its feedstock requirements at market pricing, but DGD is not obligated to purchase all or any part of its feedstock from Darling. Therefore, DGD pursues the most optimal feedstock supply available. DGD began an expansion of the DGD St. Charles Plant in 2019 and operations commenced in the fourth quarter of 2021. This expansion increased the DGD St. Charles Plant’s renewable diesel production capacity by approximately 410"
1035002_10K_2023_0001035002-24-000007.json,item_1,(?i)(?:key|primary|major)\s+(?:supplier|vendor),primary supplier,"roducts. In addition, the demand for some of these low-carbon transportation fuels tends to drive higher values for those fuels compared to petroleum-based transportation fuels due to their lower CI scores. We seek to pursue opportunities to further lower the CI of many of our products, including our low-carbon fuels. See “Our Low-Carbon Projects” below. Canada Low-Carbon Fuel Programs In July 2022, Canada’s federal environmental agency issued the Clean Fuel Regulations (CFR) program to require primary suppliers of gasoline or diesel that is produced in or imported into Canada to reduce the CI of those products. Annual CI reduction requirements prescribed by the CFR program can be satisfied by using compliance credits that a primary supplier creates (through blending low CI fuels) or that are purchased by them. The obligation to achieve prescribed CI reduction requirements began on July 1, 2023. The CFR program is in addition to Canada’s provincial programs (such as in Quebec and Ontario), which requi"
1035002_10K_2023_0001035002-24-000007.json,item_1,(?i)(?:key|primary|major)\s+(?:supplier|vendor),primary supplier,"ies to further lower the CI of many of our products, including our low-carbon fuels. See “Our Low-Carbon Projects” below. Canada Low-Carbon Fuel Programs In July 2022, Canada’s federal environmental agency issued the Clean Fuel Regulations (CFR) program to require primary suppliers of gasoline or diesel that is produced in or imported into Canada to reduce the CI of those products. Annual CI reduction requirements prescribed by the CFR program can be satisfied by using compliance credits that a primary supplier creates (through blending low CI fuels) or that are purchased by them. The obligation to achieve prescribed CI reduction requirements began on July 1, 2023. The CFR program is in addition to Canada’s provincial programs (such as in Quebec and Ontario), which require the utilization of low-carbon fuels, and is similar to the LCFS program. As a primary supplier of gasoline and diesel in Canada, our Refining segment is subject to Canada’s low-carbon fuel programs described above and thus must blen"
1035002_10K_2023_0001035002-24-000007.json,item_1,(?i)(?:key|primary|major)\s+(?:supplier|vendor),primary supplier,"CI of those products. Annual CI reduction requirements prescribed by the CFR program can be satisfied by using compliance credits that a primary supplier creates (through blending low CI fuels) or that are purchased by them. The obligation to achieve prescribed CI reduction requirements began on July 1, 2023. The CFR program is in addition to Canada’s provincial programs (such as in Quebec and Ontario), which require the utilization of low-carbon fuels, and is similar to the LCFS program. As a primary supplier of gasoline and diesel in Canada, our Refining segment is subject to Canada’s low-carbon fuel programs described above and thus must blend low-CI fuels or purchase credits to meet the annual CI reduction requirements. As noted above under “California Low Carbon Fuel Standard (LCFS),” fuels produced by our Renewable Diesel and Ethanol segments have lower CI scores than traditional petroleum-based transportation fuels, and we benefit from the increased demand for these low-carbon products as a re"
1035002_10K_2023_0001035002-24-000007.json,item_1,(?i)supply\s+agreement,supply agreement,"several other companies have made, or have announced interest in making, investments in renewable diesel projects, the DGD Plants are currently two of only a small number of operational facilities that have the capacity to process 100 percent waste and renewable feedstocks, and this feedstock flexibility currently provides a margin advantage. The DGD Plants receive waste and renewable feedstocks primarily by rail, trucks, ships, and barges owned by third parties. DGD is party to a raw material supply agreement with Darling under which Darling is obligated to offer to DGD a portion of its feedstock requirements at market pricing, but DGD is not obligated to purchase all or any part of its feedstock from Darling. Therefore, DGD pursues the most optimal feedstock supply available. DGD began an expansion of the DGD St. Charles Plant in 2019 and operations commenced in the fourth quarter of 2021. This expansion increased the DGD St. Charles Plant’s renewable diesel production capacity by approximately 410"
1035002_10K_2024_0001035002-25-000005.json,item_1,(?i)(?:key|primary|major)\s+(?:supplier|vendor),primary supplier,"roducts. In addition, the demand for some of these low-carbon transportation fuels tends to drive higher values for those fuels compared to petroleum-based transportation fuels due to their lower CI scores. We seek to pursue opportunities to further lower the CI of many of our products, including our low-carbon fuels. See “Our Low-Carbon Projects” below. Canada Low-Carbon Fuel Programs In July 2022, Canada’s federal environmental agency issued the Clean Fuel Regulations (CFR) program to require primary suppliers of gasoline or diesel that is produced in or imported into Canada to reduce the CI of those products. Annual CI reduction requirements prescribed by the CFR program can be satisfied by using compliance credits that a primary supplier creates (through blending low-CI fuels) or that are purchased by them. The obligation to achieve prescribed CI reduction requirements began on July 1, 2023. The CFR program is in addition to Canada’s provincial programs (such as in Quebec and Ontario), which requi"
1035002_10K_2024_0001035002-25-000005.json,item_1,(?i)(?:key|primary|major)\s+(?:supplier|vendor),primary supplier,"ies to further lower the CI of many of our products, including our low-carbon fuels. See “Our Low-Carbon Projects” below. Canada Low-Carbon Fuel Programs In July 2022, Canada’s federal environmental agency issued the Clean Fuel Regulations (CFR) program to require primary suppliers of gasoline or diesel that is produced in or imported into Canada to reduce the CI of those products. Annual CI reduction requirements prescribed by the CFR program can be satisfied by using compliance credits that a primary supplier creates (through blending low-CI fuels) or that are purchased by them. The obligation to achieve prescribed CI reduction requirements began on July 1, 2023. The CFR program is in addition to Canada’s provincial programs (such as in Quebec and Ontario), which require the utilization of low-carbon fuels, and is similar to the LCFS program. As a primary supplier of gasoline and diesel in Canada, our Refining segment is subject to Canada’s low-carbon fuel programs described above and thus must blen"
1035002_10K_2024_0001035002-25-000005.json,item_1,(?i)(?:key|primary|major)\s+(?:supplier|vendor),primary supplier,"CI of those products. Annual CI reduction requirements prescribed by the CFR program can be satisfied by using compliance credits that a primary supplier creates (through blending low-CI fuels) or that are purchased by them. The obligation to achieve prescribed CI reduction requirements began on July 1, 2023. The CFR program is in addition to Canada’s provincial programs (such as in Quebec and Ontario), which require the utilization of low-carbon fuels, and is similar to the LCFS program. As a primary supplier of gasoline and diesel in Canada, our Refining segment is subject to Canada’s low-carbon fuel programs described above and thus must blend low-CI fuels or purchase credits to meet the annual CI reduction requirements. As noted above under “California Low Carbon Fuel Standard (LCFS),” fuels produced by our Renewable Diesel and Ethanol segments have lower CI scores than traditional petroleum-based transportation fuels, and we benefit from the increased demand for these low-carbon products as a re"
1035002_10K_2024_0001035002-25-000005.json,item_1,(?i)supply\s+agreement,supply agreement,"also used. While several other companies have made, or have announced interest in making, investments in renewable diesel projects, the DGD Plants are currently two of only a small number of operational facilities that have the capacity to process 100 percent waste feedstocks, and this feedstock flexibility currently provides a margin advantage. The DGD Plants receive waste and renewable feedstocks primarily by rail, truck, ship, and barge owned by third parties. DGD is party to a raw material supply agreement with Darling under which Darling is obligated to offer to DGD a portion of its feedstock requirements at market pricing, but DGD is not obligated to purchase all or any part of its feedstock from Darling. Therefore, DGD pursues the most optimal feedstock supply available. The DGD St. Charles Plant has a production capacity of approximately 700 million gallons of renewable diesel and approximately 30 million gallons of renewable naphtha per year. The DGD Port Arthur Plant, which has a production"
1061219_10K_2014_0001061219-15-000007.json,item_1,(?i)major\s+customer,Major Customer,"lumes for growth capital projects or purchase such projects' end products. As noted above, part of our business strategy involves expansion through growth capital projects. See Part II, Item 7 of this annual report for information regarding our capital spending program. Commercial and Liquidity Outlook for 2015 For information regarding our commercial and liquidity outlook for the year ending December 31, 2015, see ""General Outlook for 2015"" included under Part II, Item 7 of this annual report. Major Customer Information Substantially all of our consolidated revenues are earned in the U.S. and derived from a wide customer base. Our largest non-affiliated customer for 2014 was Shell Oil Company and its affiliates (collectively, ""Shell""), which accounted for 8.5% of our consolidated revenues in 2014. Our largest non-affiliated customer for 2013 and 2012 was BP p.l.c. and its affiliates, which accounted for 9.0% and 9.5%, respectively of our consolidated revenues in these years. For information regardi"
1061219_10K_2014_0001061219-15-000007.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 82%,"the Gulf Coast and provides terminaling services to major integrated oil companies, marketers, distributors and chemical companies. We acquired a controlling financial interest in Oiltanking on October 1, 2014 and completed the Oiltanking Merger on February 13, 2015. We now own 100% of the Houston Ship Channel terminal complex. Our storage and distribution network is highly integrated with the greater Houston petrochemical and refining complex. As of December 31, 2014, crude oil and condensates accounted for approximately 82% of the terminal's active storage capacity, with refined products and specialty chemicals accounting for the remaining capacity. Substantially all of the terminal's current storage capacity of 20.1 MMBbls was under firm contract at December 31, 2014. Our Houston Ship Channel terminal complex has extensive waterfront access, consisting of six deep-water ship docks and two barge docks. We can accommodate vessels with up to a 45 foot draft, including Suezmax tankers, which are the largest tankers t"
1061219_10K_2014_0001061219-15-000007.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 88%,"oducts. We acquired a controlling financial interest in Oiltanking on October 1, 2014 and completed the Oiltanking Merger on February 13, 2015. We now own 100% of the Beaumont West Terminal. Located on the Neches River near Beaumont, Texas, our Beaumont West Terminal is integrated with the Beaumont/Port Arthur petrochemical and refining complex, and provides customers with additional services, such as mixing, blending, heating and marine vapor recovery. As of December 31, 2014, refined products accounted for approximately 88% of the terminal's active storage capacity, with specialty chemicals accounting for the remaining capacity. Substantially all of the terminal's current storage capacity of 5.5 MMBbls was under firm contract at December 31, 2014. Waterfront capabilities at our Beaumont West Terminal currently consist of two deep-water ship docks that can accommodate vessels with drafts of up to 40 feet, and two barge docks that can accommodate vessels with drafts of up to 12 feet. Our Beaumont facility handles pr"
1061219_10K_2015_0001061219-16-000058.json,item_1,(?i)major\s+customer,Major Customer,"and other fee-based businesses; and § share capital costs and risks through joint ventures or alliances with strategic partners, including those that provide processing, throughput or feedstock volumes for growth capital projects or purchase such projects' end products. Commercial and Liquidity Outlook for 2016 For information regarding our commercial and liquidity outlook for the year ending December 31, 2016, see ""General Outlook for 2016"" included under Part II, Item 7 of this annual report. Major Customer Information Substantially all of our consolidated revenues are earned in the U.S. and derived from a wide customer base. Our largest non-affiliated customer for 2015 was Shell Oil Company and its affiliates (collectively, ""Shell""), which accounted for 7.4% of our consolidated revenues. See Note 10 of the Notes to Consolidated Financial Statements included under Part II, Item 8 of this annual report for additional information regarding our largest non-affiliated customers for the years ended Dec"
1061219_10K_2015_0001061219-16-000058.json,item_1,(?i)accounted\s+for\s+(?:approximately\s+)?\d+\s*%,accounted for approximately 89%,"thod investment in Seaway. The following information describes each of our principal crude oil storage and marine terminals, all of which we operate. § The Houston Ship Channel Terminal is one of the largest such facilities on the Gulf Coast and provides terminaling services to major integrated oil companies, marketers, distributors and chemical companies. The major products handled at this storage and marine terminal are crude oil and condensates. At February 1, 2016, crude oil and condensates accounted for approximately 89% of the terminal's active storage capacity, with refined products and specialty chemicals accounting for the remaining capacity. We acquired the Houston Ship Channel Terminal as a result of the Oiltanking acquisition. Our Houston Ship Channel terminal complex has extensive waterfront access, consisting of six deep-water ship docks and two barge docks. The terminal can accommodate vessels with up to a 45 foot draft, including Suezmax tankers, which are the largest tankers that can navigate the Ho"
1061219_10K_2016_0001061219-17-000008.json,item_1,(?i)major\s+customer,Major Customer,"er fee-based businesses; and § share capital costs and risks through joint ventures or alliances with strategic partners, including those that provide processing, throughput or feedstock volumes for growth capital projects or the purchase of such projects’ end products. Commercial and Liquidity Outlook for 2017 For information regarding our commercial and liquidity outlook for the year ending December 31, 2017, see “General Outlook for 2017” included under Part II, Item 7 of this annual report. Major Customer Information Substantially all of our consolidated revenues are earned in the U.S. and derived from a wide customer base. Our largest non-affiliated customer for 2016 was Vitol Holding B.V. and its affiliates (collectively, “Vitol”), which accounted for 9.9% of our consolidated revenues. Vitol is a global energy and commodity trading company. See Note 10 of the Notes to Consolidated Financial Statements included under Part II, Item 8 of this annual report for additional information regarding our"
